Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
Duke Ulder Ravengard,CLB,Commander Legends: Battle for Baldur's Gate,272,normal,rare,1,68831,082a8ffc-a052-498f-b457-8d70ea18a943,0.31,false,false,near_mint,en,USD
